zincid,smiles,dockscore
ZINC000415238732,COc1ccc2onc(CC(=O)N3C[C@H](C)CC[C@H]3C)c2c1,-32.71
ZINC000492794967,CC(C)(C)OC(=O)N1CC2(C[C@H]2C(=O)Nc2ccc3nn[nH]c3c2)C1,-40.96
ZINC000576003887,COc1ccc(-c2nn(C(C)(C)C)cc2C(=O)O)cn1,-59.72
ZINC000272245128,CCOc1cc2c(cc1NC(=O)[C@@H]1CCC[C@H]1C(=O)OC)O[C@H](C)C2,-35.06
ZINC000497170536,Cc1onc(CO)c1C(=O)NC[C@H](C)CNC(=O)OC(C)(C)C,-27.32
ZINC000336197623,COC(=O)[C@]1(C)CCN(C(=O)C2CC(C)(O)C2)C1,-28.42
ZINC000431060394,C[C@@H]1C[C@H](C)[C@@H](C)N(C(=O)NC[C@@H]2CCC(F)(F)C2)C1,-31.72
ZINC000370341653,CCCCN(C)C(=O)NCc1cccc(-c2nccn2C)c1,-33.18
ZINC000329452302,C/C(O)=N/C1(c2noc(C3=NN(C)C(=O)CC3)n2)CCCCC1,-31.6
ZINC000456521170,COc1cccc([C@@H]2C[C@H]2NC(=O)C[C@H]2CCC[C@H]2C)c1,-27.26
ZINC000245810815,CCN(Cc1ccccn1)[C@H](C)C(=O)NC[C@H]1CCCO1,-23.32
ZINC000361020912,CCCN(CCCC(=O)OC)[C@@H](C)c1ccccc1OC,-12.92
ZINC000362722168,CC(C)(c1ccccc1)[C@@H]1CCCN1C(=O)C1CCS(=O)(=O)CC1,-26.78
ZINC000158879711,CN(CC(C)(C)O)C(=O)Nc1ccc(-c2ccccc2)nn1,-32.96
ZINC000357723195,O=C(Nc1ccc(OCCO)cc1)c1cn([C@@H]2CCOC2)nn1,-38.42
ZINC000417543745,CCOc1ccccc1[C@@H](CC(C)C)NC(=O)Nc1nnn(C)c1C,-21.3
ZINC000182790162,CCOC(=O)c1cn(C)nc1NC(=O)NCCc1cccc(F)c1,-29.29
ZINC000340296495,CC(C)C[C@H](NC(=O)NCC1CCOCC1)C(=O)NCCN(C)C,-14.72
ZINC000537637036,COC(=O)[C@@H](c1ccccc1)N(C)C[C@H]1CC=CCC1,-19.94
ZINC000451482882,O=C(Nc1cccc(-c2noc(C(F)(F)F)n2)c1)[C@H](O)C1CCC1,-32.23
ZINC000153870139,Cc1nccn1CCCN(C)C(=O)CCCN1C(=O)CN(C)C1=O,-35.18
ZINC000035046060,COc1ccc(OC)c(CNc2cccc(CO)c2)c1,-36.0
ZINC000565849182,C[C@H](N[C@@H]1CSC[C@@H]1C)c1nnnn1C1CC1,-29.02
ZINC000290821810,O=C(c1nnc2ccccc2n1)N(CCO)CC(F)F,-40.48
ZINC000290286576,Cn1cc(C(=O)N2CC[C@H]3CN(C(=O)OC(C)(C)C)C[C@@H]3C2)nn1,-35.82
ZINC000414470804,COc1cccc(CN2CCO[C@H](CF)C2)c1OC(C)C,-28.66
ZINC000193105779,C[C@H](CNS(=O)(=O)c1cccc(C(=O)O)c1)N(C)c1ccccc1,-69.04
ZINC000077496545,Cc1cc(S(N)(=O)=O)cc(NC(=O)N[C@H]2CC=CCC2)c1C,-29.18
ZINC000154049220,CC[C@@H](C)N(C)CCNC(=O)c1ncn(-c2ccccc2)n1,-17.89
ZINC000178984305,CNC[C@@H]1CCN(C(=O)C(C)(C)Cc2ccccc2)C1,-30.12
ZINC000330563465,CC(=O)N1CCC[C@](O)(C(=O)NCCc2cc(F)ccc2F)C1,-41.61
ZINC000299376818,CC[C@H](OC)C(=O)Nc1cc(C)nn1Cc1ccccc1,-26.28
ZINC000456386451,C[C@H]1C[C@H](C(=O)NC2(Cc3ccc(F)cc3)CC2)CCC1=O,-32.89
ZINC000194050730,CC[C@@H](CNC(=O)Nc1ccncn1)Oc1ccccc1F,-37.38
ZINC000460009728,C[C@@H]1COCCN1C(=O)C(=O)N1CCC[C@]2(CC=CCC2)C1,-34.47
ZINC000262077461,Cn1cc(C(=O)N2CC[C@](F)(C(=O)O)C2)c(C2CCCCC2)n1,-60.46
ZINC000352012326,COc1ccc(C[C@H](C)C(=O)N2C[C@H](C)N(C)C[C@H]2C)cc1,-31.06
ZINC000370775382,CCC[C@H](N)C(=O)N1CCCN(C)c2cc(F)ccc21,-15.62
ZINC000121192328,CCC[C@](C)(O)C(=O)Nc1ccc(OC2CCCC2)cc1,-36.69
ZINC000288669136,O=C(NCC1=CCCOC1)N[C@@H]1CC[C@@H](c2ccc(F)cc2)C1,-36.16
ZINC000332658203,CC(C)(CCNC(=O)N1CC(=O)N[C@H]2CCCC[C@H]21)C(=O)O,-29.3
ZINC000272172076,C[C@@H](CCO)CNS(=O)(=O)c1ccc2c(c1)OCO2,-31.78
ZINC000567959195,CC(C)(CNC(=O)N=c1[nH]nc2ccccn21)c1ccc(Cl)cc1,-67.61
ZINC000360543813,CC(C)[C@H](NC(=O)COc1ccc([N+](=O)[O-])c2cccnc12)C(N)=O,-27.89
ZINC000359005362,CNC(=O)c1cccc(-c2nc(-c3cnc(COC)nc3N)no2)c1,-45.44
ZINC000358835661,CN(CCC1CCOCC1)C(=O)[C@@H](CN)c1ccc(F)cc1,-15.69
ZINC000024594371,Cc1cccc(/C=C/C(=O)Nc2cc(S(C)(=O)=O)ccc2F)c1,-31.53
ZINC000421724419,COC1([C@H](C)NC(=O)[C@@H]2CCCC(F)(F)C2)CCOCC1,-22.36
ZINC000174460389,CN(C)C(=O)CC(=O)Nc1cccc(S(C)(=O)=O)c1,-34.06
ZINC000335367458,COc1c(Cl)cccc1NC(=O)N[C@H]1CO[C@@H](C)C1,-34.52
ZINC000281173881,O=C([C@@H]1C[C@H]1c1ccc(OC(F)(F)F)cc1)N1CCC1,-42.69
ZINC000344345508,CCCN(Cc1ccc(F)cc1)Cc1nc(O)cc(CC)n1,-33.74
ZINC000282375723,C[C@@H]1CN(C(=O)C[C@@H]2C=CCCC2)CC(=O)N1C,-29.56
ZINC000353152182,COC(=O)C(C)(C)N(C)Cc1ccc2c(c1)nnn2C,-26.75
ZINC000274710601,O=S(=O)(c1cccnc1)N1CCC(c2nnc3n2CCCC3)CC1,-37.1
ZINC000117813472,CCC(CC)N1C[C@@H](C(=O)NCCn2cc(C)cn2)CC1=O,-32.97
ZINC000455276216,CC(C)=CCC[C@H](C)NC(=O)N1CC[C@H](O)C[C@@H]1C,-20.32
ZINC000005443799,Cc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)c1cccc(F)c1,-43.36
ZINC000281638142,CCOC(=O)c1ccc(NC(=O)c2cn(C(C)C)cn2)cc1,-38.13
ZINC000264541378,CNC(=O)CN(C)C(=O)CCCCCc1cccs1,-31.42
ZINC000182211828,CCOc1ccc(CCN[C@@H]2CCCS(=O)(=O)C2)cc1OCC,-15.92
ZINC000562538893,C=CCCCCSc1nc(CC)cc2nncn21,-39.54
ZINC000304434095,Cc1sc(-c2ccco2)nc1C(=O)NCC(C)(C)C[C@H](C)O,-23.19
ZINC000436381240,CCOc1cccc(CCNC(=O)N[C@@H]2CC[C@@H](C)C2)c1,-33.5
ZINC000332874591,O=C(N[C@@H]1CCCS(=O)(=O)C1)[C@@H]1CCc2ccccc21,-31.45
ZINC000427897366,N#CCCNC(=O)C(=O)Nc1ccc(N2CCCC2=O)cc1,-42.99
ZINC000376844313,Cc1cc(=O)c(C(=O)N2CC[C@H]3[C@@H](C(F)(F)F)[C@H]32)cn1C1CC1,-43.99
ZINC000422111410,CNC(=O)[C@H]1CCN(C(=O)C(=O)N(C)CCOc2ccccc2)C1,-43.02
ZINC000341588920,CO[C@H](c1ccccc1Cl)[C@@H](C)NC(=O)NCCC1(O)CCC1,-28.36
ZINC000245509044,CC(C)CC(=O)N1CCC(NC(=O)N[C@H]2CC[C@H](O)CC2)CC1,-37.75
ZINC000528561990,CC(C)c1cccc(S(=O)(=O)NCC2CC(O)C2)c1,-29.67
ZINC000492665583,COc1ccccc1/C=C\C(=O)NCc1nnc(C2CC2)o1,-42.24
ZINC000369422580,O=C(c1ccc(F)cc1Br)N1CC[C@@H](n2cncn2)C1,-35.31
ZINC000250008588,CN(CCOCC1CC1)C(=O)[C@@H]1C[C@H]2CCCC[C@H]2N1,-16.46
ZINC000171356066,Cc1noc(C)c1CNC(=O)N[C@H]1CCCC[C@@H]1O,-35.54
ZINC000074853994,C[C@@H](NC(=O)N(C)Cc1nc(C(F)(F)F)cs1)[C@@H]1CCCO1,-24.1
ZINC000452509065,C[C@H](CCCCO)NC(=O)[C@H]1C[C@@H]1c1ccc2c(c1)OCCO2,-30.09
ZINC000353131637,NC(=O)C(=O)Nc1cccc(COCC(F)(F)C(F)F)c1,-31.7
ZINC000368662612,CCc1nc([C@H]2CCCN2C(=O)c2cccc(-n3ccnc3)c2)no1,-42.59
ZINC000450782079,CCC(=O)CCCN1CCN(CC)C(=O)[C@H]1CC,-28.58
ZINC000286192625,CN1CC[C@H]2[C@@H](CCCN2c2ccnc3cc(F)cnc32)C1,-19.4
ZINC000429890855,COc1ccc(CNS(=O)(=O)c2c(Cl)cnn2C)nc1,-36.09
ZINC000579065038,C=CCN(CC1CCCCC1)C(=O)Nc1cn(C)nn1,-49.17
ZINC000346505959,CC(=O)N=c1cc[nH]cc1NC(=O)Cn1nc(C)c(Cl)c1C,-29.75
ZINC000571523258,C[C@H](N)C[C@H](C)NC(=O)C(=O)N1C[C@H](c2ccccc2)C[C@@H]1C,-26.36
ZINC000424713669,O=C(CCc1cccc(OC(F)F)c1)N[C@H]1CC(=O)N(C2CC2)C1,-31.93
ZINC000458563101,C[C@@H](O)[C@@H](CO)NC(=O)N[C@@H](Cc1ccccc1)C(F)(F)F,-23.64
ZINC000458563104,CC[C@H](NC(=O)NCc1ncoc1-c1ccccc1)[C@H](O)C(F)F,-24.98
ZINC000191144403,CCCCOc1ccc(CNc2nc3ncccn3n2)cc1OC,-45.18
ZINC000348174751,C[C@@H](NCc1cc(=O)c(O)co1)c1nc(C(C)(C)C)cs1,-35.09
ZINC000272629299,C=CCNC(=O)CN1CC[C@@H](COc2ccccc2)C1,-31.99
ZINC000359419884,CCCC[C@H](C)N(CCCC)C(=O)[C@H]1CCC(=O)NC1,-32.73
ZINC000280283292,COC(=O)Cc1nnc(NC(=O)[C@H]2CCc3cc(C)ccc3O2)[nH]1,-32.57
ZINC000268647024,CCN(CC)CCC[C@H](C)NC(=O)c1ccn(C)c1,-10.65
ZINC000414755627,CCOC(=O)c1csc(C2CCN(CCNC(C)(C)C)CC2)n1,-21.46
ZINC000340717059,CCOC(=O)C[C@H](C)CNC(=O)N1CCNC(=O)[C@@H]1C(C)C,-29.56
ZINC000538554078,CCOCc1ccc(N[C@@H]2C[C@@H](C)N(C)C[C@@H]2C)cc1,-21.91
ZINC000538554075,CCOCc1ccc(N[C@@H]2C[C@@H](C)N(C)C[C@H]2C)cc1,-21.23
ZINC000280223910,O=C(COC1CCCC1)N(CCCO)Cc1ccccn1,-28.05
ZINC000344428404,O=C(Nc1ccc2ncccc2c1)C(=O)N1C[C@@H]2CC[C@H](O)[C@H]2C1,-30.79
ZINC000282297970,FC(F)(F)COc1cnccc1CNC[C@@H]1CC=CCC1,-13.54
ZINC000528048346,CC(C)[C@H]1CNCCN1S(=O)(=O)C[C@H]1CCCC1(F)F,-27.86
ZINC000563228680,CCc1ocnc1C(=O)N[C@@H]1CCN(S(C)(=O)=O)C1,-37.16
ZINC000493632046,COC(=O)C[C@H](C)C(=O)N1CCC(N(C)C(=O)OC(C)(C)C)CC1,-42.65
ZINC000272288524,CN1CC[C@H]2CCN(Cc3cnc(Cl)s3)[C@H]2C1,-19.83
ZINC000295702723,C=CCC(CC=C)C(=O)N1CCC[C@@H](OC(=O)N(C)C)C1,-29.45
ZINC000036098620,C=CCOC[C@H](O)CN(CCN1CCOCC1)Cc1cccc(C)c1,-18.1
ZINC000494030858,CC(C)(C)OC(=O)N[C@H](CNC(=O)N[C@@H]1CC[S@@](=O)C1)C1CC1,-30.23
ZINC000353340990,C[C@@H]1CN(C(=O)Nc2cc(F)cc([N+](=O)[O-])c2)C[C@@H](C)S1(=O)=O,-41.39
ZINC000357025356,CC(C)[C@@H](Oc1ccc(F)cc1Br)C(=O)N(C)C,-32.18
ZINC000351787575,COC[C@H](NC(=O)CCC(=O)c1ccc(C)cc1)C(=O)OC,-24.44
ZINC000425997953,CCC[C@@]1(CO)CCCN1C(=O)NCC(CC)(CC)OC,-23.43
ZINC000347400054,CC(=O)C[C@H](C)NC(=O)[C@H](C)Sc1ccccc1,-30.96
ZINC000268959378,COc1ccc(OCC(=O)N[C@@H]2CCCc3c2cnn3C)cc1C,-25.88
ZINC000097050319,N#Cc1ncn(CCOc2cccc([N+](=O)[O-])c2)c1C#N,-39.92
ZINC000451265246,Cc1cccc2c1CC(C)(C)N(CCN1CCOCC1)C2,-11.53
ZINC000518103371,CC[C@](C)(CNC(=O)Nc1cccc2c1CCN2C(C)=O)OC,-38.75
ZINC000429131948,C[C@H]1CC[C@@H](NC(=O)NCCN(C)CC(F)(F)F)C1,-27.06
ZINC000496553295,C[C@@H]1CCN(C(=O)OC(C)(C)C)[C@H](C(=O)N[C@H]2CCCOC2)C1,-18.69
ZINC000359302472,O=C(NCCn1cccn1)NCc1ccnc(OC2CCOCC2)c1,-31.99
ZINC000128309481,Cn1cnc(-c2cccc(NC(=O)c3cnn(C)c3-n3cccc3)c2)n1,-41.3
ZINC000299053870,COC(=O)[C@H]1CCN(C(=O)CCc2ncc(-c3ccccc3)o2)C1,-35.78
ZINC000422291989,CC[C@H](NC(=O)C(=O)N1CCC[C@H](COC)CC1)C(C)(C)C,-26.25
ZINC000425266954,CN1CC[C@@H](CNc2cc(C(F)(F)F)cnc2C#N)CC1=O,-34.15
ZINC000127046465,O=C(CNc1ccccc1[N+](=O)[O-])N[C@@H]1CCC[C@H]2OCC[C@@H]21,-26.58
ZINC000582230853,Cc1nn(-c2cccc(F)c2)cc1-c1nc(C(C)C)no1,-38.97
ZINC000342307259,CN(C(=O)NCCN1CCc2ccccc2C1=O)[C@@H]1CCOC1,-34.15
ZINC000458624164,O=C(N[C@@H]1CCCOCC1)N1CCC[C@H]1c1ccc(F)cc1F,-25.8
ZINC000357334115,CC[C@H](C(=O)Nc1ccc(O)c(S(=O)(=O)NC)c1)C(=O)OC,-66.23
ZINC000414849698,CCCNC(=O)c1cccc(NC(=O)N[C@@H]2CNCC[C@@H]2C)c1,-20.56
ZINC000367609054,COCCc1nc2cc(N[C@@H]3CCN(C)[C@@H]4CCC[C@H]43)ccc2o1,-19.94
ZINC000339043534,CC[C@@H](COC)NS(=O)(=O)c1cnc(C)s1,-35.08
ZINC000366922912,Cc1[nH]c2ccccc2c1C1=CCN(Cc2ncnn2CCF)CC1,-14.53
ZINC000268479015,Cc1cc(-c2noc([C@@H](C)NC(=O)N3CCC[C@@H](O)C3)n2)ccc1F,-29.11
ZINC000419072160,CC[C@@H]1CCCCN1CCNC(=O)C(=O)NCCCCN,-22.69
ZINC000063187982,O=C(Nc1ccc2c(c1)CCN2)c1ccc2c(c1)CCC2,-33.08
ZINC000289775382,Cc1ccc(S(=O)(=O)NCCNC(=O)c2cncn2C)s1,-40.55
ZINC000527797455,Cc1nn(C)c(C)c1CNC(=O)N[C@H]1[C@@H](C)[C@@H](C)O[C@H]1C,-36.12
ZINC000443039894,CO[C@@H](C)CNC(=O)C(C)(C)CCCc1ccccc1,-27.18
ZINC000270554010,COC(=O)[C@@H](c1cccc(Cl)c1)N1CCCSCC1,-29.27
ZINC000455374526,COC(=O)c1cc(OC)ccc1NC(=O)C1=CC[C@H](C)CC1,-25.68
ZINC000074826112,CCc1ccc(O)c(NC(=O)CNC(=O)c2ccc(F)cc2F)c1,-33.14
ZINC000275086592,C[C@@H](C(=O)O)N(Cc1cccnc1)S(=O)(=O)C[C@@H]1CCOC1,-34.43
ZINC000302756136,C[C@@H](O)C[C@@H](CNc1ccc([N+](=O)[O-])c(C#N)n1)c1ccccc1,-35.07
ZINC000161071470,CC(C)(C)[C@@H](NC(=O)C1(NC(N)=O)CC1)c1ccccc1,-33.53
ZINC000133843601,C[C@@H]1CO[C@@H](C)CN1C(=O)C(=O)Nc1ccccc1-c1ccccc1,-33.83
ZINC000286243363,Cc1nc(-c2cccc(C(=O)N[C@@H]3[C@H](C)CCN[C@H]3C)c2)cs1,-28.33
ZINC000348380727,COc1cccc(N[C@H](C)c2cccc(-n3ccnn3)c2)c1,-28.69
ZINC000161013697,CCC(=O)Nc1ccc(S(=O)(=O)NC2(C)CCOCC2)cc1,-42.57
ZINC000342825975,COc1cc(C)ccc1CNC(=O)c1cnc(-c2ccccc2)[nH]1,-31.58
ZINC000413534129,COc1cc2c(cc1F)CC[C@@H]2NC(=O)N1CCCO[C@H](CF)C1,-22.92
ZINC000279887994,C[C@H]1OCC[C@@]12CN(C(=O)c1ccc3c(c1)OCC(=O)N3)CCO2,-32.6
ZINC000565157685,C[C@H](c1nccc(=N)[nH]1)N1CC[C@@H](NC(=O)NC2CC2)C1,-33.05
ZINC000293669731,Cc1ccc2nc(C(=O)N3CC[C@H](CO)C[C@@H]3C)ccc2c1,-35.54
ZINC000448912376,CC[C@@H]1C[C@H]1C(=O)N1CCC(COc2ccccc2)CC1,-33.73
ZINC000351159834,COC(=O)c1ccc(CNC(=O)c2cn([C@@H]3CCOC3)nn2)nc1,-44.16
ZINC000421189433,Cc1cc(=NC(=O)NCCCCF)[nH]n1C(C)C,-32.27
ZINC000346504940,CC(C)c1scnc1NC(=O)[C@@H]1C[C@H]1C(F)F,-36.4
ZINC000004077174,COc1ccc(-n2nc3c(c2NC(=O)C(C)C)CSC3)cc1,-34.63
ZINC000262722568,Cc1nn(C)c(C)c1CCCNC(=O)Cc1ccccc1C(=O)O,-35.59
ZINC000412728994,CN(C)c1cccc(CCC(=O)N[C@H](CO)[C@H]2CCCOC2)c1,-29.33
ZINC000362059348,CNC(=O)C[C@H](NC(=O)c1csc(C2CC2)n1)c1ccccc1,-35.8
ZINC000278647216,CC(C)N(CCO)C(=O)Nc1cc([C@H]2CCCO2)nn1C,-27.84
ZINC000154550551,CC[C@@H](NC[C@@H]1CCCN1C)c1ccc2c(c1)OCCO2,-10.77
ZINC000398506095,CC[C@@H]1CN(C(=O)c2cccc(C)c2O)C[C@@H](CC)O1,-36.24
ZINC000021599931,CCc1ccc(Cn2nccc2NC(=O)[C@H]2CCS(=O)(=O)C2)cc1,-30.25
ZINC000250623246,CCOc1ccc(-c2noc(CN3CCS[C@H](C)[C@H]3C)n2)cc1,-32.45
ZINC000453616863,Cc1cc(Br)c(CN2CC[C@@H](C)[C@@H]2CO)s1,-27.6
ZINC000417221148,CN[C@@H]1CCCN(C(=O)N[C@@H]2CCN([C@@H](C)c3ccccc3)C2)C1,-12.78
ZINC000188578047,C[C@@H]1CC[C@H](CN2CCSC[C@@H]2c2ccccc2)O1,-10.66
ZINC000420440646,CCN(CC1CC1)S(=O)(=O)N[C@H]1CNCC[C@H]1C,-14.98
ZINC000546708069,COc1cc(C#N)ccc1NC(=O)NCc1nccn1C,-42.72
ZINC000174869564,COc1ccccc1O[C@H](C)CNC(=O)N[C@H](C)c1cccc(O)c1,-26.99
ZINC000279697093,C[C@H](NC(=O)N[C@@H](C)[C@H]1CCCO1)c1ccc(Br)cn1,-27.27
ZINC000343292400,CNS(=O)(=O)c1ccc(N(C)[C@H]2CCC[C@@H]2O)nc1,-29.76
ZINC000354604227,COC[C@@H](C(N)=O)N(C)C(=O)c1cn(Cc2cccs2)nn1,-23.75
ZINC000345441204,CN(C[C@@H]1CC=CCC1)C(=O)c1cccc(Nc2cnccn2)c1,-41.45
ZINC000344078775,C[C@H]1CN(C(=O)[C@@H]2CCC(=O)[C@H](C)C2)C[C@H]1N1CCOCC1,-24.3
ZINC000153736704,CCOc1ccc(CN(C)C(=O)CN2CC[C@@]3(CCOC3)C2)cc1,-22.06
ZINC000281837334,Cc1ccc(C(=O)N[C@@H](C)C(=O)NCCF)cc1Br,-25.57
ZINC000338167988,COC(=O)[C@H]1CN(C(=O)CN2C(=O)CCc3ccccc32)C[C@@H](C)O1,-31.05
ZINC000360684431,c1ccc2c(c1)CO[C@]21CCCN(C2CCOCC2)C1,-6.89
ZINC000433379872,CN(C)[C@@H](CC(=O)NC(C)(C)CO)c1ccccc1,-6.29
ZINC000069738855,C[C@@H](NC(=O)NCc1ccccc1[N+](=O)[O-])C(=O)N1CCCC[C@@H]1C,-35.86
ZINC000495152927,COc1ccccc1NC(=O)N1CCC2(COC(=O)N2)CC1,-36.76
ZINC000492072873,CNC(=O)[C@@H](C)NC(=O)/C=C/c1ccc([C@@H]2C[C@@H]2C)o1,-28.46
ZINC000247958797,c1cc2n(n1)[C@@H](CCOCC1CCC1)CN(Cc1ccoc1)C2,-37.46
ZINC000340720878,CC(C)Cn1ncc(NC(=O)C(=O)NC[C@@H]2CCCO2)c1C(F)F,-33.73
ZINC000336344515,Cc1cc(C(=O)N2C[C@H](C)C[C@@H]2C)ccc1[N+](=O)[O-],-39.48
ZINC000046031415,COCc1ccccc1NC(=O)N(C)CC(=O)Nc1ccccc1,-31.66
ZINC000496088117,COC(=O)N[C@H](C(=O)NC[C@@H]1CCO[C@H](C(C)C)C1)C(C)C,-32.74
ZINC000283581577,C[C@H](CNC(=O)N[C@H](C)c1nncn1C)N(C)C(=O)OC(C)(C)C,-40.98
ZINC000571870976,O=C(c1cccc(-n2ccnn2)c1)N1CCC[C@@H]1[C@H]1CCC[C@@H]1O,-38.11
ZINC000563692964,O=C(N=c1cc[nH]cc1F)c1ccc(S(=O)(=O)C2CCC2)cc1,-40.42
ZINC000032212792,CSc1ccc([N+](=O)[O-])c(C(=O)NCC(=O)N(C)C)c1,-37.04
ZINC000419365361,CSC[C@H](C)NC(=O)C(=O)N[C@H]1CCC[C@H](N)C1,-13.85
ZINC000361364391,CCOc1ccccc1CNC(=O)c1cccc2cc[nH]c21,-33.58
ZINC000371739567,COCCS(=O)(=O)N[C@H]1CCCN(c2ccc(F)cc2C)C1=O,-25.64
ZINC000492426505,CCn1cnnc1[C@@H]1CCCN(C(=O)/C=C/c2ccc(C)cn2)C1,-30.47
ZINC000351873352,Cc1n[nH]cc1CNC(=O)c1cc2ccccc2c(=O)o1,-40.71
ZINC000558430932,COCC1(NC(=O)c2cc(-c3cccc(OC)c3)[nH]n2)CCOCC1,-36.01
ZINC000264058021,Cc1cc(C)cc(N/C(N)=N/CCNC(=O)C(C)C)c1,-11.68
ZINC000291714065,C[C@@H](Cn1cccn1)NC(=O)N1CCN(c2cccc(F)c2)C[C@@H]1C,-37.13
ZINC000355900711,CCc1nsc(N2CCN([C@H](C)CC(C)C)CC2)n1,-34.3
ZINC000129575821,CN(C)C(=O)[C@@H]1CCCN1C(=O)c1cnsn1,-33.22
ZINC000446654913,CC(C)[C@@H](CC(F)(F)F)NC(=O)N[C@H]1CCCc2c[nH]nc21,-21.18
ZINC000378066167,O=C(NCCCOCC1CC1)N1CC[C@]2(C1)CCc1ccccc1O2,-29.51
ZINC000158207870,CO[C@@H]1CC[C@H]2OCCN(CCCCC#N)[C@@H]2C1,-10.66
ZINC000186074978,COC(=O)c1ccc(C(=O)N(C)C[C@@H](O)C(F)(F)F)o1,-35.39
ZINC000095521446,Cc1nc(N(C)C)ncc1C(=O)N[C@@H](Cc1ccc(F)cc1)C(=O)O,-66.49
ZINC000531569807,CN(Cc1ccc(Cl)s1)C(=O)C[S@@](=O)Cc1cncn1C,-40.3
ZINC000459359631,CCOC(=O)c1noc(CN2CC[C@@H](C)C[C@H]2c2ccc(CC)o2)n1,-22.72
ZINC000344374806,COc1cc(CNC(=O)[C@@](C)(O)Cn2ccccc2=O)ccc1C,-50.52
ZINC000577837560,C[C@@H]1C[C@@H](CNC(=O)NCc2ccn(C3CCCC3)n2)[C@@H](C)O1,-38.4
ZINC000335760353,COC1(C(=O)N2CCc3cccc(C)c3C2)CCCC1,-39.89
ZINC000408278298,C[C@@H]1CN(C(=O)CN2CCOCC2)C[C@@H](CO)O1,-21.45
ZINC000185067294,Cc1noc([C@H]2COCCN2CC(=O)N(c2ccccc2)C(C)C)n1,-25.54
ZINC000368284150,CCc1ccccc1NC(=O)[C@@H]1C[C@]12CCO[C@@H](C)C2,-27.78
ZINC000423617406,COC(=O)[C@H]1CN(C(=O)C(=O)N2C[C@@H]3CC[C@@H](N)[C@@H]3C2)C[C@@H]1C1CC1,-20.0
ZINC000329641800,CSc1ncc(OC/C(O)=N/C2CCCCCC2)cn1,-42.34
ZINC000341791442,CN(C(=O)CCc1ccnn1C)[C@@H]1CCC[C@@H]1O,-28.58
ZINC000378500596,CO[C@@H]1[C@H](C)[C@@H](NC(=O)CCc2nc(-c3ccco3)no2)C12CCC2,-30.93
ZINC000346827947,COC(=O)[C@]1(C)CCN([C@H]2CC(=O)N([C@@H](C)c3cccnc3)C2=O)C1,-37.38
ZINC000126850045,C[C@@H](CNCc1csc(-c2ccccc2)n1)Cn1ccnc1,-21.49
ZINC000451836936,CCO[C@@H]1CCN(S(=O)(=O)c2ccc(Cl)c(C#N)c2)C[C@@H]1C,-38.39
ZINC000348958473,O=C(NCc1ccc(Oc2ccc(F)cc2)nc1)c1csc(O)n1,-35.77
ZINC000110987412,CNC(=O)[C@H]1CCCN(C(=O)CCOc2cccc(C)c2)C1,-38.5
ZINC000175524438,CC(=O)N1CC[C@@H](C(=O)Nc2ccc(OC(C)C)c(Cl)c2)C1,-36.91
ZINC000296598560,C[C@H]1CN(C(=O)C(=O)N[C@H]2CC[C@@H](CC#N)C2)c2ccccc2O1,-29.65
ZINC000361061014,O=C(NC[C@H](CO)Cc1ccc(F)c(F)c1)c1ccc2cc[nH]c2n1,-29.42
ZINC000191366652,Cn1ccnc1-c1cccc(NC(=O)CC2OCCCO2)c1,-45.22
ZINC000280617088,O=[N+]([O-])c1ccc(NCC2CCN(c3ccccc3)CC2)nc1,-44.52
ZINC000280617082,CNC(=O)CCN(C)C(=O)/C=C/Sc1cc(F)ccc1F,-35.0
ZINC000281057606,C[C@@H]1CC(CNC(=O)c2cccc(-n3cccn3)n2)C[C@@H](C)O1,-32.1
ZINC000344944413,COC(=O)[C@@H]1CNC(=O)CN1C(=O)CCCc1ccc(Cl)cc1,-29.1
ZINC000354409888,COC(=O)C(C)(C)CCNCCc1cc2ccccc2o1,-17.18
ZINC000453227987,C[C@@H](Cc1cnccn1)NC[C@@](C)(O)C1CCCCC1,-17.27
ZINC000278458043,C[C@H]1COCC[C@H]1NC(=O)c1cc2cc(Cl)ccc2o1,-27.12
ZINC000269691246,Cc1ccc(NCCCNC(=O)c2cccc(N)n2)c([N+](=O)[O-])c1,-37.37
ZINC000517539416,CN1CCC[C@H](CNC(=O)N2CCC[C@@H](N)C2)[C@@H]1c1cccs1,-18.63
ZINC000187250120,CS(=O)(=O)N1CC(CNC(=O)c2ccc(F)cn2)C1,-34.72
ZINC000078264502,O=C1N[C@H](Cc2ccccc2)C(=O)N1Cc1nccn1C(F)F,-36.61
ZINC000174845724,CC(C)(O)CNC(=O)[C@H]1C[C@@H]2CCCC[C@@H]2N1C(=O)c1ccccc1,-15.63
ZINC000171885203,C[C@H](CNC(=O)OC(C)(C)C)N(C)C(=O)[C@H](C)c1ccccc1F,-24.96
ZINC000488558605,COc1cc(C)cnc1C(=O)NC[C@@H](c1cccs1)N1CCCC1,-24.61
ZINC000520397877,N#Cc1cccc(F)c1CC(=O)NC[C@@H]1C[C@H]1C1CCC1,-39.41
ZINC000372722413,Cc1cc(C)n(CC2CCN(C(=O)c3ncoc3C)CC2)n1,-40.11
ZINC000275588026,COCCOCCCNC(=O)Nc1ccsc1Cl,-28.77
ZINC000357978037,CSc1cc(CNC(=O)CNc2cccc(F)c2)ccn1,-37.53
